Country,Date,Sex,CumEpi,CumExc,CumPos,Exposure
Australia,2020-03-01,b,0,34.78092406310466,56.111028976865384,488525.98918208043
Australia,2020-03-08,b,0,68.79988352638941,98.98251875551111,977161.2505122749
Australia,2020-03-15,b,0,41.25443322857434,150.39453341329633,1465905.7660111452
Australia,2020-03-22,b,0,113.48579505125048,225.6602797514504,1954759.5193998807
Australia,2020-03-29,b,141.98277471470664,307.0032297824574,452.4824745133026,2443722.496100298
Australia,2020-04-05,b,141.98277471470664,453.5082499597326,602.7412793216041,2932794.683234841
Australia,2020-04-12,b,141.98277471470664,517.9182546583473,669.3126136522997,3421976.069626582
Australia,2020-04-19,b,141.98277471470664,493.3890530596912,713.4286971809836,3911266.6457992187
Australia,2020-04-26,b,141.98277471470664,491.33563915753734,745.2696083861732,4400666.403977078
Australia,2020-05-03,b,141.98277471470664,433.45049370913154,798.0303238916641,4890175.338085115
Australia,2020-05-10,b,141.98277471470664,466.71863043006067,887.8526598421198,5379793.443748908
Australia,2020-05-17,b,141.98277471470664,421.4285800761103,962.801369818616,5869520.718294669
Australia,2020-05-24,b,141.98277471470664,389.1785259594,983.7901904272404,6359357.160749232
Australia,2020-05-31,b,175.233083336268,322.87687313422134,1072.1271594085156,6849302.771840061
Australia,2020-06-07,b,175.233083336268,241.736653632547,1119.7906544269883,7339357.553995247
Australia,2020-06-14,b,175.233083336268,96.26334080156411,1124.6858287188384,7829521.511343508
Australia,2020-06-21,b,175.233083336268,-140.7641380328298,1129.86078688816,8319794.6497141905
Australia,2020-06-28,b,175.233083336268,-309.31914895349354,1167.2720122904361,8810176.976637268
Australia,2020-07-05,b,175.233083336268,-428.1595625691471,1191.8944770144733,9300668.496444602
Australia,2020-07-12,b,175.233083336268,-551.8658075744551,1279.8209278497575,9791269.209136192
Australia,2020-07-19,b,175.233083336268,-737.8838682904548,1298.6186744308097,10281979.114712039
Australia,2020-07-26,b,175.233083336268,-619.5721584248789,1425.1991072606893,10772798.213172143
Australia,2020-08-02,b,175.233083336268,-703.2509589733013,1487.7480102773823,11263726.504516503
Australia,2020-08-09,b,214.09430895377642,-565.252989778563,1631.3873318291483,11754763.988745121
Australia,2020-08-16,b,277.4297522514553,-456.9736271000537,1767.0787052381434,12245910.665857997
Australia,2020-08-23,b,277.4297522514553,-512.919299087744,1829.5910376274512,12737166.535855127
Australia,2020-08-30,b,311.6792418531502,-572.752685721574,1910.1558024558465,13228531.598736515
Australia,2020-09-06,b,387.6764415590803,-539.3335121582139,2034.0175094965898,13720005.85450216
Australia,2020-09-13,b,387.6764415590803,-622.7539420815458,2049.0772645097863,14211589.30315206
Australia,2020-09-20,b,387.6764415590803,-700.3678343894799,2089.4730405813516,14703281.94468622
Australia,2020-09-27,b,387.6764415590803,-788.8134040477278,2158.9851990966167,15195083.779104635
Australia,2020-10-04,b,387.6764415590803,-864.0291074927309,2213.872190549643,15686994.806407306
Australia,2020-10-11,b,387.6764415590803,-1014.2628371266587,2250.79826608728,16179015.026594235
Australia,2020-10-18,b,387.6764415590803,-1210.0747434172126,2269.1645177746846,16671144.43966542
Australia,2020-10-25,b,387.6764415590803,-1382.3341957175205,2306.0275082933194,17163383.045620862
Australia,2020-11-01,b,387.6764415590803,-1442.2115371207938,2341.537543660885,17655730.844460562
Australia,2020-11-08,b,387.6764415590803,-1564.1653816207506,2363.348328837892,18148187.836184517
Australia,2020-11-15,b,387.6764415590803,-1614.9262445756767,2413.7488817880876,18640754.02079273
Australia,2020-11-22,b,387.6764415590803,-1841.477294196758,2413.7488817880876,19133429.3982852
Australia,2020-03-01,f,0,55.40073224659048,62.51069623505522,245242.55910509167
Australia,2020-03-08,f,0,68.85027989305988,95.93773329193947,490540.16804761987
Australia,2020-03-15,f,0,77.31188254704585,133.91612423508548,735892.8200051708
Australia,2020-03-22,f,63.64997929863176,174.82167805255867,233.94731496127133,981300.5089222521
Australia,2020-03-29,f,63.64997929863176,229.502156323419,312.5021185880891,1226763.2295102936
Australia,2020-04-05,f,63.64997929863176,336.5759044510107,420.10596349908167,1472280.9772476465
Australia,2020-04-12,f,63.64997929863176,371.37944440971165,457.1113711048828,1717853.7483795842
Australia,2020-04-19,f,63.64997929863176,383.37688267420265,510.6810673912902,1963481.5399183007
Australia,2020-04-26,f,63.64997929863176,378.17300985701195,540.4749544410258,2209164.3496429133
Australia,2020-05-03,f,63.64997929863176,338.52541349747474,575.6636833352444,2454902.1760994596
